PRODUCT_NAME,DESCRIPTION,URL,PAGE_NO
Setup TFLint,Sets up tflint CLI in your GitHub Actions workflow,https://github.com/marketplace/actions/setup-tflint,28
AWS Secrets Manager GitHub Action,GitHub action for retrieving secrets from AWS Secrets Manager,https://github.com/marketplace/actions/aws-secrets-manager-github-action,28
🔂 Surge PR Preview,Preview website in surge.sh for every pull request,https://github.com/marketplace/actions/surge-pr-preview,28
Todoist Readme,🚧 Updates README with your Todoist stats,https://github.com/marketplace/actions/todoist-readme,28
Build Rust Projects with Cross,Cross compile your Rust projects with cross (https://github.com/cross-rs/cross).,https://github.com/marketplace/actions/build-rust-projects-with-cross,28
Setup Zig (legacy),Please use mlugg/setup-zig instead,https://github.com/marketplace/actions/setup-zig-legacy,28
Gradle Cache,"Caches .gradle folder (dependencies, local build cache, ...)",https://github.com/marketplace/actions/gradle-cache,28
nbmake,Test notebooks,https://github.com/marketplace/actions/nbmake,28
Deploy to Vercel Action,Deploy your project to Vercel using GitHub Actions. Supports PR previews and GitHub deployments,https://github.com/marketplace/actions/deploy-to-vercel-action,28
HawkEye Action,"Check, format, or remove license headers",https://github.com/marketplace/actions/hawkeye-action,29
stale-repos,A GitHub Action to identify stale repos within an organization,https://github.com/marketplace/actions/stale-repos,29
Twilio SMS,Send an SMS from GitHub Actions using Twilio Programmable SMS,https://github.com/marketplace/actions/twilio-sms,29
misspell-fixer-action,Runs misspell-fixer as a Github Action,https://github.com/marketplace/actions/misspell-fixer-action,29
SonarQube Scan,"Scan your code with SonarQube Scanner to detect bugs, vulnerabilities and code smells in more than 25 programming
languages",https://github.com/marketplace/actions/sonarqube-scan,29
Jest Annotations & Coverage,Jest action adding checks and annotations to your pull requests and comment them with code coverage results,https://github.com/marketplace/actions/jest-annotations-coverage,29
Create Issue From File,An action to create an issue using content from a file,https://github.com/marketplace/actions/create-issue-from-file,29
Continuous Benchmarking for Go,"Run Go benchmarks, publish results to an interactive web app, and check for performance regressions in your pull
requests",https://github.com/marketplace/actions/continuous-benchmarking-for-go,29
Workflow Webhook Action,A Github workflow action to call a webhook with payload data from the event. Support for JSON or URL encoded endpoints,https://github.com/marketplace/actions/workflow-webhook-action,29
Merge Schedule,merge pull requests on a scheduled day,https://github.com/marketplace/actions/merge-schedule,29
Rust Marker Linter,GitHub Action to install and run the Marker linter for Rust 🦀,https://github.com/marketplace/actions/rust-marker-linter,29
YAML Update Action,Update the property of an existing YAML File,https://github.com/marketplace/actions/yaml-update-action,29
Helm tool installer,Install a specific version of helm binary. Acceptable values are latest or any semantic version string like 1.15.0,https://github.com/marketplace/actions/helm-tool-installer,29
Cross Platform Action,Provides cross platform runner,https://github.com/marketplace/actions/cross-platform-action,29
Generate changelog,"Automatically generate change log from your tags, issues, labels and pull requests on GitHub",https://github.com/marketplace/actions/generate-changelog,29
AWS ECR,Create Docker images and push into a ECR repository,https://github.com/marketplace/actions/aws-ecr,29
ROS 2 CI Action,Run ROS 2 package test in CI using Github Actions,https://github.com/marketplace/actions/ros-2-ci-action,29
Addepar RedFlag,RedFlag leverages AI to determine high-risk code changes. Run it in your CI pipelines to flag PRs and add reviewers,https://github.com/marketplace/actions/addepar-redflag,29
Mirror a repository using SSH,"Action for mirroring a repository in another location (Bitbucket, GitHub, GitLab, …) using SSH",https://github.com/marketplace/actions/mirror-a-repository-using-ssh,29
GitHub Labeler,GitHub Action to manage labels on GitHub,https://github.com/marketplace/actions/github-labeler,29
Setup HashiCorp Packer,A GitHub Action to install a specific version of HashiCorp Packer and add it to PATH,https://github.com/marketplace/actions/setup-hashicorp-packer,30
Vuepress deploy,A GitHub Action to build and publish Vuepress sites to GitHub Pages,https://github.com/marketplace/actions/vuepress-deploy,30
repo2docker Action,Creates a docker image of your repository to view the collection of notebooks,https://github.com/marketplace/actions/repo2docker-action,30
Webhook Action,Send a webhook event to anywhere,https://github.com/marketplace/actions/webhook-action,30
My GitHub Status,Generate my github status using GitHub Actions,https://github.com/marketplace/actions/my-github-status,30
cargo-deny,Help manage Cargo crate dependencies and validate licenses,https://github.com/marketplace/actions/cargo-deny,30
Publish python poetry package,An action to build and publish python package to https://pypi.org/ using poetry https://github.com/sdispater/poetry,https://github.com/marketplace/actions/publish-python-poetry-package,30
Markdown to PDF and HTML,Creates PDF and HTML files from Markdown using the GitHub (or custom) theme,https://github.com/marketplace/actions/markdown-to-pdf-and-html,30
docker-ros,docker-ros automatically builds development and deployment Docker images for your ROS-based repositories,https://github.com/marketplace/actions/docker-ros,30
Autosquash,Automatically update PRs with outdated checks and squash and merge the ones matching all branch protections,https://github.com/marketplace/actions/autosquash,30
Wait for Vercel Preview,Wait for Vercel Deploy Preview to complete. Requires to be run on pull_request or push,https://github.com/marketplace/actions/wait-for-vercel-preview,30
laminas/automatic-releases,Automates automatic releases for semver-compliant repositories,https://github.com/marketplace/actions/laminas-automatic-releases,30
Setup protoc,Download protoc compiler and add it to the PATH,https://github.com/marketplace/actions/setup-protoc,30
gabrielbb/xvfb-action,Run your headless tests with XVFB,https://github.com/marketplace/actions/gabrielbb-xvfb-action,30
autofix.ci,Automatically fix formatting/lint issues in pull requests,https://github.com/marketplace/actions/autofix-ci,30
TryHackMe Badge Workflow,Gets your tryhackme badge and updates it on your README,https://github.com/marketplace/actions/tryhackme-badge-workflow,30
Get a changelog between two references,Returns the commit difference count between two git references,https://github.com/marketplace/actions/get-a-changelog-between-two-references,30
GitHub Spellcheck Action,"A Github Action that spell checks Python, Markdown, and Text files using PySpelling",https://github.com/marketplace/actions/github-spellcheck-action,30
Publish to Chromatic,Publish your Storybook to Chromatic and run visual regression tests,https://github.com/marketplace/actions/publish-to-chromatic,30
Scala Steward GitHub Action,🤖 A bot that helps you keeping your Scala projects up-to-date,https://github.com/marketplace/actions/scala-steward-github-action,30
GitHub Spellcheck Action,"A Github Action that spell checks Python, Markdown, and Text files using PySpelling",https://github.com/marketplace/actions/github-spellcheck-action,31
maturin-action,GitHub Action to install and run a custom maturin command,https://github.com/marketplace/actions/maturin-action,31
Azure Static Web Apps Deploy,Deploys an application to Azure Static Web Apps,https://github.com/marketplace/actions/azure-static-web-apps-deploy,31
Find and Replace,Find and replace a string in your project files,https://github.com/marketplace/actions/find-and-replace,31
Set up Emacs,Install a specific Emacs version for use in your workflow,https://github.com/marketplace/actions/set-up-emacs,31
Dagger for GitHub,Run dagger commands in Github Actions,https://github.com/marketplace/actions/dagger-for-github,31
github-action-publish-binaries,Publish binaries when new releases are made,https://github.com/marketplace/actions/github-action-publish-binaries,31
Repo Lockdown,Immediately close and lock issues and pull requests,https://github.com/marketplace/actions/repo-lockdown,31
Commitsar Action,Check commit message compliance with conventional commits,https://github.com/marketplace/actions/commitsar-action,31
Terraform PR Commenter,Adds opinionated comments to a PR from Terraform fmt/init/plan output,https://github.com/marketplace/actions/terraform-pr-commenter,31
pkgx/setup,Installs pkgx to your GitHub Actions runner.,https://github.com/marketplace/actions/pkgx-setup,31
Build iOS Action,"Build iOS project (.xcodeproj, .xcworkspace), export .ipa, optional upload to BrowserStack App Live",https://github.com/marketplace/actions/build-ios-action,31
Kubectl tool installer,Install a specific version of kubectl binary. Acceptable values are latest or any semantic version string like 1.15.0,https://github.com/marketplace/actions/kubectl-tool-installer,31
Build Godot,Build a Godot project for multiple platforms,https://github.com/marketplace/actions/build-godot,31
Auto Website to GIF or WebP,Upgrade your README with a fresh file of a web page,https://github.com/marketplace/actions/auto-website-to-gif-or-webp,31
Cloudflare Purge Cache,Purge a zone s cache via the Cloudflare API,https://github.com/marketplace/actions/cloudflare-purge-cache,31
cargo-install,GitHub action for cache-efficient Rust crates installation,https://github.com/marketplace/actions/cargo-install,31
Azure CLI Action,Automate your GitHub workflows using Azure CLI scripts,https://github.com/marketplace/actions/azure-cli-action,31
Setup MySQL,Setup a MySQL database,https://github.com/marketplace/actions/setup-mysql,31
clang-format lint,Github Action that check if code is formatted correctly using clang-format,https://github.com/marketplace/actions/clang-format-lint,31
cosign-installer,Installs cosign and includes it in your path,https://github.com/marketplace/actions/cosign-installer,32
Recent GitHub Activity - Profile Readme,Add your recent activity to your profile readme,https://github.com/marketplace/actions/recent-github-activity-profile-readme,32
Changelog CI,"Changelog CI is a GitHub Action that generates changelog, then it is committed and/or commented to the release pull
request",https://github.com/marketplace/actions/changelog-ci,32
Pull Request title rules,Github action to enforce Pull Request title conventions,https://github.com/marketplace/actions/pull-request-title-rules,32
UsePSDevOps,PowerShell Tools for DevOps (including a PowerShell wrapper for the GitHub REST API),https://github.com/marketplace/actions/usepsdevops,32
Run PIMOD,"Reconfigure Raspberry Pi images with an easy, Docker-like configuration file",https://github.com/marketplace/actions/run-pimod,32
Kuberentes (k8s) cli - kubectl,GitHub Action for interacting with kubectl (k8s),https://github.com/marketplace/actions/kuberentes-k8s-cli-kubectl,32
Setup Vim,Setup Vim or Neovim text editors on GitHub Actions,https://github.com/marketplace/actions/setup-vim,32
Changelog Updater,Automatically update a CHANGELOG with the latest release notes,https://github.com/marketplace/actions/changelog-updater,32
Golang Action,Run Golang commands,https://github.com/marketplace/actions/golang-action,32
Android App size difference,Compares the size of 2 APKs,https://github.com/marketplace/actions/android-app-size-difference,32
Please Star First,Automatically closes issues opened by non-stargazers,https://github.com/marketplace/actions/please-star-first,32
Yarn Lock Changes,Creates a comment inside Pull Request with the human-readable summary of the changes to the yarn.lock file,https://github.com/marketplace/actions/yarn-lock-changes,32
go-test-coverage,go-test-coverage is a tool designed to report issues when test coverage falls below a specified threshold,https://github.com/marketplace/actions/go-test-coverage,32
Git Version,Semver versioning based on the git history and commit messages of your repository,https://github.com/marketplace/actions/git-version,32
Upload Episode from YouTube To Anchor.Fm,An automation tool to publish your podcast from youtube to anchor.fm,https://github.com/marketplace/actions/upload-episode-from-youtube-to-anchor-fm,32
git-cliff - Changelog Generator,Generate changelog based on your Git history,https://github.com/marketplace/actions/git-cliff-changelog-generator,32
Organization workflow action,Action to register organization workflow,https://github.com/marketplace/actions/organization-workflow-action,32
Slatify,Slack Notification Action,https://github.com/marketplace/actions/slatify,32
sh-checker,"Run shellcheck and/or shfmt on all shell script files and include commentaries, there is a exclude parameter",https://github.com/marketplace/actions/sh-checker,32
slither-action,"Runs Slither, the Solidity static analyzer",https://github.com/marketplace/actions/slither-action,33
DeadFinder Action,Find dead-links (broken links),https://github.com/marketplace/actions/deadfinder-action,33
ghascompliance,ghascompliance,https://github.com/marketplace/actions/ghascompliance,33
Deploy Shopify theme,Deploy Shopify theme with Theme Kit,https://github.com/marketplace/actions/deploy-shopify-theme,33
Docker Deployment,A GitHub Action that supports docker-compose and Docker Swarm deployments,https://github.com/marketplace/actions/docker-deployment,33
Markup Link Checker (mlc),Check links in markup files,https://github.com/marketplace/actions/markup-link-checker-mlc,33
Changelog from Conventional Commits,Generate and update the CHANGELOG from conventional commits since latest tag or from a given tag range,https://github.com/marketplace/actions/changelog-from-conventional-commits,33
Getnighthawk Layer5,Publish getnighthawk assets,https://github.com/marketplace/actions/getnighthawk-layer5,33
Java Maven release,Release your Java application and publish artifacts,https://github.com/marketplace/actions/java-maven-release,33
Auto Request Review,Automatically requests review of a pull request based on files changes and/or groups the author belongs to 🤖,https://github.com/marketplace/actions/auto-request-review,33
Deliverybot Helm Action,Deploys a helm chart,https://github.com/marketplace/actions/deliverybot-helm-action,33
Newman Action,Run Postman collections via Newman,https://github.com/marketplace/actions/newman-action,33
Actions Tagger,Keep your action versions up-to-date by automatically promoting a major version each time a minor release is created,https://github.com/marketplace/actions/actions-tagger,33
Supabase CLI Action,"Setup Supabase CLI, supabase, on GitHub Actions runners",https://github.com/marketplace/actions/supabase-cli-action,33
Ccache for gh actions,A GitHub Action that speeds up compiling for C/C++ projects using ccache,https://github.com/marketplace/actions/ccache-for-gh-actions,33
Capistrano deploy,Deploy an application using capistrano to the given target,https://github.com/marketplace/actions/capistrano-deploy,33
Gemini AI Code Reviewer,This GitHub Action automatically reviews PRs using Google s Gemini AI model,https://github.com/marketplace/actions/gemini-ai-code-reviewer,33
Setup Typst,A cross-OS action for installing Typst,https://github.com/marketplace/actions/setup-typst,33
Nested GitHub Runners Action,Creates Nested GitHub Runners in a Workflow,https://github.com/marketplace/actions/nested-github-runners-action,33
spotify-box,GitHub Action for Update a gist to contain your weekly top tracks on Spotify,https://github.com/marketplace/actions/spotify-box,33
Setup PostgreSQL,Setup a PostgreSQL database,https://github.com/marketplace/actions/setup-postgresql,34
Build Android App,"Build Android (gradle), export .apk or .aab, optional upload to Play Store, optional upload to BrowserStack App Live",https://github.com/marketplace/actions/build-android-app,34
Sccache Action,Setup sccache action,https://github.com/marketplace/actions/sccache-action,34
alls-green,"GitHub Action for checking that the test matrix jobs are all successful before proceeding. To be used in branch
protection",https://github.com/marketplace/actions/alls-green,34
GitHub GraphQL API Query,Send queries to GitHub s GraphQL API,https://github.com/marketplace/actions/github-graphql-api-query,34
GitHub Dependents Info,Generates a markdown file with all repositories that have dependencies with the current GitHub repository package (s),https://github.com/marketplace/actions/github-dependents-info,34
TurboRepo with github artifacts,Setup up a local cache proxy server for TurboRepo,https://github.com/marketplace/actions/turborepo-with-github-artifacts,34
Pensar scan,Scan for and automatically fix security vulnerabilities in your codebase,https://github.com/marketplace/actions/pensar-scan,34
AoC-badges,Updates the badges of your Readme to show your current Advent of Code stats,https://github.com/marketplace/actions/aoc-badges,34
buildcache-action,GitHub Action that installs and configures buildcache to accelerate compilation,https://github.com/marketplace/actions/buildcache-action,34
Cleanowners action,A GitHub Action to suggest removal of non-organization members from CODEOWNERS files,https://github.com/marketplace/actions/cleanowners-action,34
docker-image-size-limit,Runs docker-image-size-limit as a Github Action,https://github.com/marketplace/actions/docker-image-size-limit,34
Deploy WordPress,Deploy WordPress code to a server,https://github.com/marketplace/actions/deploy-wordpress,34
Kaniko builder,Build and push docker images using Kaniko,https://github.com/marketplace/actions/kaniko-builder,34
WordPress Plugin Readme/Assets Update,Deploy readme and asset updates to the WordPress Plugin Repository,https://github.com/marketplace/actions/wordpress-plugin-readme-assets-update,34
Assignee to reviewer,Automatically create review requests based on assignees,https://github.com/marketplace/actions/github-action-for-assignee-to-reviewer,34
Push new files back to master.,A GitHub Action to push any new files back to master,https://github.com/marketplace/actions/push-new-files-back-to-master,34
Wait For Check,Wait for another GitHub check to complete,https://github.com/marketplace/actions/wait-for-check,34
Actions Ecosystem Add Labels,Add labels to an issue or a pull request,https://github.com/marketplace/actions/actions-ecosystem-add-labels,34
PortfolioFy,Creates an webpage which can be deployed as Github page,https://github.com/marketplace/actions/portfoliofy,34
combine-prs,Combine multiple PRs into a single PR,https://github.com/marketplace/actions/combine-prs,35
WIP,DO NOT MERGE – as an action,https://github.com/marketplace/actions/wip,35
Get Current Pull Request,Get the PR associated with the current commit,https://github.com/marketplace/actions/get-current-pull-request,35
File Existence,GitHub Action to check for file existence,https://github.com/marketplace/actions/file-existence,35
Allure Report with history,Generate Allure Report with history,https://github.com/marketplace/actions/allure-report-with-history,35
jekyll-deploy-gh-pages,Deploying your Jekyll repo back to the gh-pages branch of the same repository,https://github.com/marketplace/actions/jekyll-deploy-gh-pages,35
PR Lint GitHub Action,PR Lint for GitHub Actions,https://github.com/marketplace/actions/pr-lint-github-action,35
rsync deployments,Quick and simple method of deploying code to a webserver via rsync over ssh,https://github.com/marketplace/actions/rsync-deployments,35
Setup FFmpeg,"Download, cache and add to PATH ffmpeg and ffprobe binaries",https://github.com/marketplace/actions/setup-ffmpeg,35
Setup Zig Compiler,"Download and install the Zig compiler, and cache the global Zig cache",https://github.com/marketplace/actions/setup-zig-compiler,35
Pull Request Analytics,"Provides informative reports on team and developer metrics, based on data from pull requests and code reviews",https://github.com/marketplace/actions/pull-request-analytics,35
Release notes generator,This Github action strong automatically creates a release notes /strong when a milestone is closed,https://github.com/marketplace/actions/release-notes-generator,35
Gruntwork Terragrunt,Setup and execute Terragrunt,https://github.com/marketplace/actions/gruntwork-terragrunt,35
DigitalOcean App Platform deployment,Deploy application to DigitalOcean s App Platform or Update DOCR image in the DigitalOcean s App Platform,https://github.com/marketplace/actions/digitalocean-app-platform-deployment,35
Public IP,Queries the runner s public IP address,https://github.com/marketplace/actions/public-ip,35
setup-chromedriver,Setup chromedriver,https://github.com/marketplace/actions/setup-chromedriver,35
Ballerina Action,An action to run ballerina CLI commands,https://github.com/marketplace/actions/ballerina-action,35
Fetch Github Release Asset,Downloads an asset from a Github release,https://github.com/marketplace/actions/fetch-github-release-asset,35
Fetch API Data,"This action will handle authenticated API requests, allowing you to save the data from the request into your workspace",https://github.com/marketplace/actions/fetch-api-data,35
Run rubocop with reviewdog,🐶 Run rubocop with reviewdog on pull requests to improve code review experience,https://github.com/marketplace/actions/run-rubocop-with-reviewdog,35
Python Coverage,Publish coverage report to a PR enforce coverage on new modified files,https://github.com/marketplace/actions/python-coverage,36
wakatime-sync,Back up your wakatime sync to your gist,https://github.com/marketplace/actions/wakatime-sync,36
CredSweeper action,CredSweeper checks files,https://github.com/marketplace/actions/credsweeper-action,36
security-devops-action,Run security analyzers,https://github.com/marketplace/actions/security-devops-action,36
Publish AUR package,Publish an AUR package,https://github.com/marketplace/actions/publish-aur-package,36
arduino/setup-task,Download Task and add it to the PATH,https://github.com/marketplace/actions/arduino-setup-task,36
PHPUnit (php-actions),Run your PHPUnit tests in your Github Actions,https://github.com/marketplace/actions/phpunit-php-actions,36
PR Title Checker,Checks if the PR Title follows contribution guidelines,https://github.com/marketplace/actions/pr-title-checker,36
rdme 🦉 Sync to ReadMe,"Sync OpenAPI/Swagger (OAS) definitions and Markdown documentation from your GitHub repository to your ReadMe developer
hub",https://github.com/marketplace/actions/rdme-sync-to-readme,36
Enable Pull Request Automerge,A GitHub action to enable auto-merge on a pull request,https://github.com/marketplace/actions/enable-pull-request-automerge,36
dotnet-tests-report,Executes .NET (dotnet) tests within a GitHub Workflow and produces Tests Report.,https://github.com/marketplace/actions/dotnet-tests-report,36
Mirror to GitLab and run GitLab CI,"Automate mirroring of git commits to GitLab, trigger GitLab CI and post results back to GitHub",https://github.com/marketplace/actions/mirror-to-gitlab-and-run-gitlab-ci,36
Butler Push,Publish releases to Itch.io using Butler,https://github.com/marketplace/actions/butler-push,36
Setup Alpine Linux environment,Set up a chroot-based Alpine Linux environment and optionally QEMU user emulator for non-x86 architectures.,https://github.com/marketplace/actions/setup-alpine-linux-environment,36
Contributors Action,A GitHub Action to report out contributors and contributions to a repository or organization,https://github.com/marketplace/actions/contributors-action,36
Setup WSL,WSL Setup GitHub Action,https://github.com/marketplace/actions/setup-wsl,36
rich-codex,Create rich code images for your docs,https://github.com/marketplace/actions/rich-codex,36
notfoundbot,Find and fix outgoing links,https://github.com/marketplace/actions/notfoundbot,36
maven-settings-action,Prepare maven settings.xml,https://github.com/marketplace/actions/maven-settings-action,36
action-zip,This GitHub action exposes the zip command for use in building/archiving,https://github.com/marketplace/actions/action-zip,36
Semantic Release Action,"Runs semantic-release. Respects .releaserc.js in your repo. Exports version variables for you to use in subsequent
actions",https://github.com/marketplace/actions/semantic-release-action,37
maven-settings-action,Prepare maven settings.xml,https://github.com/marketplace/actions/maven-settings-action,37
Label Actions,"Perform actions when issues, pull requests or discussions are labeled or unlabeled",https://github.com/marketplace/actions/label-actions,37
Terraform security scan,Scan your terraform code with tfsec,https://github.com/marketplace/actions/terraform-security-scan,37
bumpgen,handle breaking changes from dependency upgrades,https://github.com/marketplace/actions/bumpgen,37
Frogo-Keyboard-Open-Source,Full and Clear Documentation,https://github.com/marketplace/actions/frogo-keyboard-open-source,37
Azure Container Registry Login,Log in to Azure Container Registry (ACR) or any private container registry,https://github.com/marketplace/actions/azure-container-registry-login,37
Install LLVM and Clang,Downloads and installs LLVM and Clang binaries,https://github.com/marketplace/actions/install-llvm-and-clang,37
Eleventy Action,Build your Eleventy-based static website,https://github.com/marketplace/actions/eleventy-action,37
cls3-action,Run cls3 in GitHub Actions,https://github.com/marketplace/actions/cls3-action,37
golang-govulncheck-action,Run govulncheck,https://github.com/marketplace/actions/golang-govulncheck-action,37
ftp-action,Automate copying your files via FTP using this GitHub action,https://github.com/marketplace/actions/ftp-action,37
Discord Message Notify,Sending a Discord message,https://github.com/marketplace/actions/discord-message-notify,37
markdownlint-cli2-action,A GitHub Action to run the markdownlint-cli2 tool for linting Markdown/CommonMark files with the markdownlint library,https://github.com/marketplace/actions/markdownlint-cli2-action,37
Generate Plantuml,Generate uml diagrams with Plantuml Server and push them to your repository,https://github.com/marketplace/actions/generate-plantuml,37
clang-format Check,Use clang-format to see if your C/C++/Protobuf code is formatted according to project guidelines,https://github.com/marketplace/actions/clang-format-check,37
reviewdog-suggester: Suggest any code changes based on diff with reviewdog,🐶 Suggest any code changes based on diff through GitHub Multi-line code suggestions,https://github.com/marketplace/actions/reviewdog-suggester-suggest-any-code-changes-based-on-diff-with-reviewdog,37
command-action,IssueOps commands in GitHub Actions,https://github.com/marketplace/actions/command-action,37
ActionServerless,Use GitHub Actions to create a serverless service,https://github.com/marketplace/actions/actionserverless,37
Nissuer,A GitHub Action for tried and tired maintainers,https://github.com/marketplace/actions/nissuer,37
Helm Publisher,A GitHub Action for publishing Helm charts with Github Pages,https://github.com/marketplace/actions/helm-publisher,38
Actions Ecosystem Action Regex Match,Match a input text with a input regex,https://github.com/marketplace/actions/actions-ecosystem-action-regex-match,38
Run tflint with reviewdog,🐶 Run tflint with reviewdog on pull requests to enforce best practices,https://github.com/marketplace/actions/run-tflint-with-reviewdog,38
"Build, Push and Release a Docker container to Heroku.","Build, Push and Release a Docker container to Heroku",https://github.com/marketplace/actions/build-push-and-release-a-docker-container-to-heroku,38
Azure SQL Deploy,"Deploy a database project, DACPAC, or a SQL script to Azure SQL database",https://github.com/marketplace/actions/azure-sql-deploy,38
Doxygen Action,Generate documentation on a commented project using doxygen,https://github.com/marketplace/actions/doxygen-action,38
setup-micromamba,Install the micromamba package manager,https://github.com/marketplace/actions/setup-micromamba,38
Get GKE Credentials,"Use this action to authenticate to a GKE cluster by generating an emphemeral kubeconfig to use with kubectl, helm etc",https://github.com/marketplace/actions/get-gke-credentials,38
retry action,Retries an Github Action step on failure,https://github.com/marketplace/actions/retry-action,38
Google Java Format,Automatically format Java files using Google Java Style,https://github.com/marketplace/actions/google-java-format,38
jacoco-badge-generator,JaCoCo coverage badges and pull request coverage checks in GitHub Actions,https://github.com/marketplace/actions/jacoco-badge-generator,38
Nix Quick Install,Quickly installs Nix in unprivileged single-user mode,https://github.com/marketplace/actions/nix-quick-install,38
committed-action,Run committed to check commit history,https://github.com/marketplace/actions/committed-action,38
Setup Nim environment,Setup a Nim environment and add it to the PATH,https://github.com/marketplace/actions/setup-nim-environment,38
Chrome extension upload action,upload publish extensions to the Chrome Web Store,https://github.com/marketplace/actions/chrome-extension-upload-action,38
Setup Emscripten toolchain,Download emsdk and optionally install a version of Emscripten,https://github.com/marketplace/actions/setup-emscripten-toolchain,38
Sync branches,"GitHub Action to, upon successful merge, open a pull request to sync the updated branch back to one or more other
branches",https://github.com/marketplace/actions/sync-branches,38
rust-grcov,Collect and aggregate code coverage information with the Mozilla grcov tool,https://github.com/marketplace/actions/rust-grcov,38
Auto Author Assign,Assign author to pull requests when the pull requests are opened,https://github.com/marketplace/actions/auto-author-assign,38
get-cmake,"Installs CMake and Ninja, and caches them on cloud based GitHub cache, and/or on the local GitHub runner cache",https://github.com/marketplace/actions/get-cmake,38
Run Lighthouse CI on Shopify theme,Run Lighthouse CI on Shopify themes directly from GitHub,https://github.com/marketplace/actions/run-lighthouse-ci-on-shopify-theme,39
Docker Cache,Cache Docker images whether built or pulled,https://github.com/marketplace/actions/docker-cache,39
Copybara Action 2,Transform and move code between repositories. Start with ZERO config and 100% customizable,https://github.com/marketplace/actions/copybara-action-2,39
Monorepo Split,Split monorepo packages to many repositories,https://github.com/marketplace/actions/monorepo-split,39
Copycat Action,GitHub Action for copying files to other repositories,https://github.com/marketplace/actions/copycat-action,39
UseIrregular,Regular Expressions Made Strangle Simple,https://github.com/marketplace/actions/useirregular,39
Netlify Deploy,Netlify Deploy,https://github.com/marketplace/actions/netlify-deploy,39
MZAP Env,Multiple target ZAP Scanning,https://github.com/marketplace/actions/mzap-env,39
actions-k3s,Start k3s cluster and run kubectl commands,https://github.com/marketplace/actions/actions-k3s,39
mirror-repository,"Automate mirroring of git commits to or from a remote repository, like GitLab, Bitbucket, or another GitHub repository",https://github.com/marketplace/actions/mirror-repository,39
Set up a Rust toolchain,Install a specific Rust toolchain and add it to the PATH,https://github.com/marketplace/actions/set-up-a-rust-toolchain,39
Purge artifacts,Automatically delete artifacts,https://github.com/marketplace/actions/purge-artifacts,39
Require Labels,Require labels to be added to a pull request before merging,https://github.com/marketplace/actions/require-labels,39
Shakedown Smoke Tester,Simple smoke test framework for http applications,https://github.com/marketplace/actions/shakedown-smoke-tester,39
PHPCS Code Review,This will run phpcs on PRs,https://github.com/marketplace/actions/phpcs-code-review,39
Magento 2 actions,Test Build Deploy M2 projects,https://github.com/marketplace/actions/magento-2-actions,39
Tencent CloudBase Github Action,云开发 Github Action 可以支持将你的项目一键部署到云开发环境,https://github.com/marketplace/actions/tencent-cloudbase-github-action,39
Setup Rust and Cargo,"Sets up Rust by installing a toolchain/components/targets with rustup, and also Cargo by installing bins and caching
core",https://github.com/marketplace/actions/setup-rust-and-cargo,39
Redis Server in GitHub Actions,Start a Redis server,https://github.com/marketplace/actions/redis-server-in-github-actions,39
OpenTelemetry Export Trace,Exports Workflow Run Telemetry Trace over OLTP,https://github.com/marketplace/actions/opentelemetry-export-trace,39
Run shellcheck with reviewdog,🐶 Run shellcheck with reviewdog on pull requests to improve code review experience,https://github.com/marketplace/actions/run-shellcheck-with-reviewdog,40
Version Check,An action that allows you to check whether your npm package version has been updated,https://github.com/marketplace/actions/version-check,40
Build Flipper Application Package (.fap),"Provides a composite action to install ufbt, build and lint applications for Flipper Zero.",https://github.com/marketplace/actions/build-flipper-application-package-fap,40
Setup just,Install the just command runner,https://github.com/marketplace/actions/setup-just,40
Set Timezone,Sets timezone in your locale,https://github.com/marketplace/actions/set-timezone,40
Push To Registry,Push a container image to an image registry,https://github.com/marketplace/actions/push-to-registry,40
Automatic Revert,Automatically revert a commit on /revert comment,https://github.com/marketplace/actions/automatic-revert,40
Puppeteer Headful,"A GitHub Action / Docker image for Puppeteer, the Headful Chrome Node API so you can test Chrome extensions",https://github.com/marketplace/actions/puppeteer-headful,40
Setup Ballerina Language,Install Ballerina bal command,https://github.com/marketplace/actions/setup-ballerina-language,40
Issue Bot Action,Automate your manual tasks with an issue bot,https://github.com/marketplace/actions/issue-bot-action,40
action-maven-publish,GitHub Action for automatically publishing Maven packages,https://github.com/marketplace/actions/action-maven-publish,40
Cached LFS checkout,Git checkout with LFS files from cache,https://github.com/marketplace/actions/cached-lfs-checkout,40
kicad render pcb,"Render KiCad PCBs top, bottom optionally render and gif or mp4 of the PCB rotating",https://github.com/marketplace/actions/kicad-render-pcb,40
Wait for commit statuses,Wait for commit statuses to be either successful or failed,https://github.com/marketplace/actions/wait-for-commit-statuses,40
ESLint Annotate from Report JSON,Annotates pull request diffs with warnings and errors from an ESLint report JSON file,https://github.com/marketplace/actions/eslint-annotate-from-report-json,40
Fontship,A font development toolkit and collaborative work flow,https://github.com/marketplace/actions/fontship,40
SYSU Health Report,Automatic health report for SYSU,https://github.com/marketplace/actions/sysu-health-report,40
Xcodebuild Action,Runs xcodebuild e.g. to run tests,https://github.com/marketplace/actions/xcodebuild-action,40
Dotenv Action,Load variables from .env file,https://github.com/marketplace/actions/dotenv-action,40
Homebrew bump formula,Bump (update) a Homebrew formula on new project release,https://github.com/marketplace/actions/homebrew-bump-formula,40
