PRODUCT_NAME,DESCRIPTION,URL,PAGE_NO,tokenized_product_name,tokenized_description,TOKENIZED_PRODUCT_NAME,TOKENIZED_DESCRIPTION
Upload to Release,Uploads a file to a new release,https://github.com/marketplace/actions/upload-to-release,25,"['upload', 'release']","['uploads', 'file', 'new', 'release']","['upload', 'release']","['uploads', 'file', 'new', 'release']"
bump-homebrew-formula,Bump Homebrew formula after a new release,https://github.com/marketplace/actions/bump-homebrew-formula,25,['bump-homebrew-formula'],"['bump', 'homebrew', 'formula', 'new', 'release']",['bump-homebrew-formula'],"['bump', 'homebrew', 'formula', 'new', 'release']"
Tiangolo's Latest Changes,Update the release notes with the latest changes right after a PR is merged,https://github.com/marketplace/actions/tiangolo-s-latest-changes,25,"['tiangolo', ""'s"", 'latest', 'changes']","['update', 'release', 'notes', 'latest', 'changes', 'right', 'pr', 'merged']","['tiangolo', ""'s"", 'latest', 'changes']","['update', 'release', 'notes', 'latest', 'changes', 'right', 'pr', 'merged']"
Git Release,Create a GitHub Release with Assets and Changelog,https://github.com/marketplace/actions/git-release,25,"['git', 'release']","['create', 'github', 'release', 'assets', 'changelog']","['git', 'release']","['create', 'github', 'release', 'assets', 'changelog']"
Deploy WordPress to WP Engine,Deploy WordPress projects to a WP Engine account using SSH Gateway,https://github.com/marketplace/actions/deploy-wordpress-to-wp-engine,25,"['deploy', 'wordpress', 'wp', 'engine']","['deploy', 'wordpress', 'projects', 'wp', 'engine', 'account', 'using', 'ssh', 'gateway']","['deploy', 'wordpress', 'wp', 'engine']","['deploy', 'wordpress', 'projects', 'wp', 'engine', 'account', 'using', 'ssh', 'gateway']"
Dokku,Official Github Action for deploying apps to a Dokku installation,https://github.com/marketplace/actions/dokku,25,['dokku'],"['official', 'github', 'action', 'deploying', 'apps', 'dokku', 'installation']",['dokku'],"['official', 'github', 'action', 'deploying', 'apps', 'dokku', 'installation']"
VirusTotal GitHub Action,GitHub Action to upload and scan files with VirusTotal,https://github.com/marketplace/actions/virustotal-github-action,25,"['virustotal', 'github', 'action']","['github', 'action', 'upload', 'scan', 'files', 'virustotal']","['virustotal', 'github', 'action']","['github', 'action', 'upload', 'scan', 'files', 'virustotal']"
Anchore SBOM Action,Creates an SBOM (Software Bill Of Materials) from your code and container images,https://github.com/marketplace/actions/anchore-sbom-action,25,"['anchore', 'sbom', 'action']","['creates', 'sbom', 'software', 'bill', 'materials', 'code', 'container', 'images']","['anchore', 'sbom', 'action']","['creates', 'sbom', 'software', 'bill', 'materials', 'code', 'container', 'images']"
Pull Request Action,A GitHub action to open a pull request,https://github.com/marketplace/actions/pull-request-action,25,"['pull', 'request', 'action']","['github', 'action', 'open', 'pull', 'request']","['pull', 'request', 'action']","['github', 'action', 'open', 'pull', 'request']"
Flatpak Builder,Flatpak Applications Builder,https://github.com/marketplace/actions/flatpak-builder,25,"['flatpak', 'builder']","['flatpak', 'applications', 'builder']","['flatpak', 'builder']","['flatpak', 'applications', 'builder']"
Notify Slack Action,Send Github Actions workflow status notifications to Slack,https://github.com/marketplace/actions/notify-slack-action,26,"['notify', 'slack', 'action']","['send', 'github', 'actions', 'workflow', 'status', 'notifications', 'slack']","['notify', 'slack', 'action']","['send', 'github', 'actions', 'workflow', 'status', 'notifications', 'slack']"
Duplicate code detection tool,Detect similarities between source code files,https://github.com/marketplace/actions/duplicate-code-detection-tool,26,"['duplicate', 'code', 'detection', 'tool']","['detect', 'similarities', 'source', 'code', 'files']","['duplicate', 'code', 'detection', 'tool']","['detect', 'similarities', 'source', 'code', 'files']"
Assign to One Project,Assign new/labeled Issue or Pull Request to a specific project dashboard column,https://github.com/marketplace/actions/assign-to-one-project,26,"['assign', 'one', 'project']","['assign', 'new/labeled', 'issue', 'pull', 'request', 'specific', 'project', 'dashboard', 'column']","['assign', 'one', 'project']","['assign', 'new/labeled', 'issue', 'pull', 'request', 'specific', 'project', 'dashboard', 'column']"
Astro Deploy,A composite action that prepares your Astro site to be deployed to GitHub Pages,https://github.com/marketplace/actions/astro-deploy,26,"['astro', 'deploy']","['composite', 'action', 'prepares', 'astro', 'site', 'deployed', 'github', 'pages']","['astro', 'deploy']","['composite', 'action', 'prepares', 'astro', 'site', 'deployed', 'github', 'pages']"
Zip Release,Make an archive from specified files and directories as workflow action,https://github.com/marketplace/actions/zip-release,26,"['zip', 'release']","['make', 'archive', 'specified', 'files', 'directories', 'workflow', 'action']","['zip', 'release']","['make', 'archive', 'specified', 'files', 'directories', 'workflow', 'action']"
cargo-multivers,Build multiple versions of a binary with different CPU features set merged into one portable optimized binary,https://github.com/marketplace/actions/cargo-multivers,26,['cargo-multivers'],"['build', 'multiple', 'versions', 'binary', 'different', 'cpu', 'features', 'set', 'merged', 'one', 'portable', 'optimized', 'binary']",['cargo-multivers'],"['build', 'multiple', 'versions', 'binary', 'different', 'cpu', 'features', 'set', 'merged', 'one', 'portable', 'optimized', 'binary']"
Preview Environments for GitHub,Ephemeral preview deployments of your app for every pull request. Just using Docker Compose. In your AWS account,https://github.com/marketplace/actions/preview-environments-for-github,26,"['preview', 'environments', 'github']","['ephemeral', 'preview', 'deployments', 'app', 'every', 'pull', 'request', 'using', 'docker', 'compose', 'aws', 'account']","['preview', 'environments', 'github']","['ephemeral', 'preview', 'deployments', 'app', 'every', 'pull', 'request', 'using', 'docker', 'compose', 'aws', 'account']"
setup-scala,"GitHub Action to install any version of Java (GraalVM, Java 8, Java 11, Java 14, ...)",https://github.com/marketplace/actions/setup-scala,26,['setup-scala'],"['github', 'action', 'install', 'version', 'java', 'graalvm', 'java', '8', 'java', '11', 'java', '14']",['setup-scala'],"['github', 'action', 'install', 'version', 'java', 'graalvm', 'java', '8', 'java', '11', 'java', '14']"
rust-audit-check,Run cargo audit and check for security advisories,https://github.com/marketplace/actions/rust-audit-check,26,['rust-audit-check'],"['run', 'cargo', 'audit', 'check', 'security', 'advisories']",['rust-audit-check'],"['run', 'cargo', 'audit', 'check', 'security', 'advisories']"
Terraform/OpenTofu via Pull Request,"Plan and apply Terraform/OpenTofu via PR automation, using best practices for secure and scalable IaC workflows",https://github.com/marketplace/actions/terraform-opentofu-via-pull-request,26,"['terraform/opentofu', 'via', 'pull', 'request']","['plan', 'apply', 'terraform/opentofu', 'via', 'pr', 'automation', 'using', 'best', 'practices', 'secure', 'scalable', 'iac', 'workflows']","['terraform/opentofu', 'via', 'pull', 'request']","['plan', 'apply', 'terraform/opentofu', 'via', 'pr', 'automation', 'using', 'best', 'practices', 'secure', 'scalable', 'iac', 'workflows']"
Verify Changed files,Find files that were modified during workflow execution,https://github.com/marketplace/actions/verify-changed-files,26,"['verify', 'changed', 'files']","['find', 'files', 'modified', 'workflow', 'execution']","['verify', 'changed', 'files']","['find', 'files', 'modified', 'workflow', 'execution']"
Private Action Loader,Enables private Actions to be easily reused across repositories,https://github.com/marketplace/actions/private-action-loader,26,"['private', 'action', 'loader']","['enables', 'private', 'actions', 'easily', 'reused', 'across', 'repositories']","['private', 'action', 'loader']","['enables', 'private', 'actions', 'easily', 'reused', 'across', 'repositories']"
Upload S3,Upload directory to S3,https://github.com/marketplace/actions/upload-s3,26,"['upload', 's3']","['upload', 'directory', 's3']","['upload', 's3']","['upload', 'directory', 's3']"
Contribute List,Automation of contributors list in README.md,https://github.com/marketplace/actions/contribute-list,26,"['contribute', 'list']","['automation', 'contributors', 'list', 'readme.md']","['contribute', 'list']","['automation', 'contributors', 'list', 'readme.md']"
Dart Analyze with Annotations,A GitHub action to run Dart analyzer with annotation support,https://github.com/marketplace/actions/dart-analyze-with-annotations,26,"['dart', 'analyze', 'annotations']","['github', 'action', 'run', 'dart', 'analyzer', 'annotation', 'support']","['dart', 'analyze', 'annotations']","['github', 'action', 'run', 'dart', 'analyzer', 'annotation', 'support']"
Invalidate AWS CloudFront,Invalidate CloudFront distribution paths,https://github.com/marketplace/actions/invalidate-aws-cloudfront,26,"['invalidate', 'aws', 'cloudfront']","['invalidate', 'cloudfront', 'distribution', 'paths']","['invalidate', 'aws', 'cloudfront']","['invalidate', 'cloudfront', 'distribution', 'paths']"
File Changes Action,"Creates outputs variables of files modified, added, or removed by a PR or Push",https://github.com/marketplace/actions/file-changes-action,26,"['file', 'changes', 'action']","['creates', 'outputs', 'variables', 'files', 'modified', 'added', 'removed', 'pr', 'push']","['file', 'changes', 'action']","['creates', 'outputs', 'variables', 'files', 'modified', 'added', 'removed', 'pr', 'push']"
Run tfsec PR commenter,Runs tfsec and adds comments to the PR where checks have failed,https://github.com/marketplace/actions/run-tfsec-pr-commenter,26,"['run', 'tfsec', 'pr', 'commenter']","['runs', 'tfsec', 'adds', 'comments', 'pr', 'checks', 'failed']","['run', 'tfsec', 'pr', 'commenter']","['runs', 'tfsec', 'adds', 'comments', 'pr', 'checks', 'failed']"
Browser Platform Publisher,Publish your browser extension anywhere using a single action,https://github.com/marketplace/actions/browser-platform-publisher,26,"['browser', 'platform', 'publisher']","['publish', 'browser', 'extension', 'anywhere', 'using', 'single', 'action']","['browser', 'platform', 'publisher']","['publish', 'browser', 'extension', 'anywhere', 'using', 'single', 'action']"
Remote SSH Commands,Run remote ssh commands,https://github.com/marketplace/actions/remote-ssh-commands,26,"['remote', 'ssh', 'commands']","['run', 'remote', 'ssh', 'commands']","['remote', 'ssh', 'commands']","['run', 'remote', 'ssh', 'commands']"
Merge branch,A GitHub Action that manage git merge for any gitflow,https://github.com/marketplace/actions/merge-branch,27,"['merge', 'branch']","['github', 'action', 'manage', 'git', 'merge', 'gitflow']","['merge', 'branch']","['github', 'action', 'manage', 'git', 'merge', 'gitflow']"
Nx set SHAs,"Derives SHAs for base and head for use in nx affected commands, optionally setting them as env variables for the current
job",https://github.com/marketplace/actions/nx-set-shas,27,"['nx', 'set', 'shas']","['derives', 'shas', 'base', 'head', 'use', 'nx', 'affected', 'commands', 'optionally', 'setting', 'env', 'variables', 'current', 'job']","['nx', 'set', 'shas']","['derives', 'shas', 'base', 'head', 'use', 'nx', 'affected', 'commands', 'optionally', 'setting', 'env', 'variables', 'current', 'job']"
Docker Compose Action,This action runs your compose file(s) and clean up before action finished,https://github.com/marketplace/actions/docker-compose-action,27,"['docker', 'compose', 'action']","['action', 'runs', 'compose', 'file', 'clean', 'action', 'finished']","['docker', 'compose', 'action']","['action', 'runs', 'compose', 'file', 'clean', 'action', 'finished']"
Hexo Action,Hexo CI/CD action for automating deployment,https://github.com/marketplace/actions/hexo-action,27,"['hexo', 'action']","['hexo', 'ci/cd', 'action', 'automating', 'deployment']","['hexo', 'action']","['hexo', 'ci/cd', 'action', 'automating', 'deployment']"
JaCoCo Report,Publishes the JaCoCo report as a comment in the Pull Request,https://github.com/marketplace/actions/jacoco-report,27,"['jacoco', 'report']","['publishes', 'jacoco', 'report', 'comment', 'pull', 'request']","['jacoco', 'report']","['publishes', 'jacoco', 'report', 'comment', 'pull', 'request']"
Code Coverage Report,Comments a pull request with the code coverage,https://github.com/marketplace/actions/code-coverage-report,27,"['code', 'coverage', 'report']","['comments', 'pull', 'request', 'code', 'coverage']","['code', 'coverage', 'report']","['comments', 'pull', 'request', 'code', 'coverage']"
React Native Android Build APK,This github action automatically builds the android apk under the artifact section,https://github.com/marketplace/actions/react-native-android-build-apk,27,"['react', 'native', 'android', 'build', 'apk']","['github', 'action', 'automatically', 'builds', 'android', 'apk', 'artifact', 'section']","['react', 'native', 'android', 'build', 'apk']","['github', 'action', 'automatically', 'builds', 'android', 'apk', 'artifact', 'section']"
Figma Action,Export image assets from figma to GitHub,https://github.com/marketplace/actions/figma-action,27,"['figma', 'action']","['export', 'image', 'assets', 'figma', 'github']","['figma', 'action']","['export', 'image', 'assets', 'figma', 'github']"
cuda-toolkit,Installs NVIDIA CUDA Toolkit and adds it to PATH,https://github.com/marketplace/actions/cuda-toolkit,27,['cuda-toolkit'],"['installs', 'nvidia', 'cuda', 'toolkit', 'adds', 'path']",['cuda-toolkit'],"['installs', 'nvidia', 'cuda', 'toolkit', 'adds', 'path']"
Setup Chrome,Install and setup Google Chrome and Chromium,https://github.com/marketplace/actions/setup-chrome,27,"['setup', 'chrome']","['install', 'setup', 'google', 'chrome', 'chromium']","['setup', 'chrome']","['install', 'setup', 'google', 'chrome', 'chromium']"
Frogo-Recycler-View,"Library Easy FrogoRecyclerView Based on RecyclerView, Full and Clear Documentation, Have Empty View :books:",https://github.com/marketplace/actions/frogo-recycler-view,27,['frogo-recycler-view'],"['library', 'easy', 'frogorecyclerview', 'based', 'recyclerview', 'full', 'clear', 'documentation', 'empty', 'view', 'books']",['frogo-recycler-view'],"['library', 'easy', 'frogorecyclerview', 'based', 'recyclerview', 'full', 'clear', 'documentation', 'empty', 'view', 'books']"
Dependent Issues,Mark issues as dependent on another,https://github.com/marketplace/actions/dependent-issues,27,"['dependent', 'issues']","['mark', 'issues', 'dependent', 'another']","['dependent', 'issues']","['mark', 'issues', 'dependent', 'another']"
Azure Functions Action,Deploy Function App to Azure Functions,https://github.com/marketplace/actions/azure-functions-action,27,"['azure', 'functions', 'action']","['deploy', 'function', 'app', 'azure', 'functions']","['azure', 'functions', 'action']","['deploy', 'function', 'app', 'azure', 'functions']"
Github Action Merge Dependabot,Automatically approve and merge dependabot PRs,https://github.com/marketplace/actions/github-action-merge-dependabot,27,"['github', 'action', 'merge', 'dependabot']","['automatically', 'approve', 'merge', 'dependabot', 'prs']","['github', 'action', 'merge', 'dependabot']","['automatically', 'approve', 'merge', 'dependabot', 'prs']"
awake-action,Keep your free server awake,https://github.com/marketplace/actions/awake-action,27,['awake-action'],"['keep', 'free', 'server', 'awake']",['awake-action'],"['keep', 'free', 'server', 'awake']"
Very Good Coverage,Enforce LCOV Coverage Thresholds,https://github.com/marketplace/actions/very-good-coverage,27,"['good', 'coverage']","['enforce', 'lcov', 'coverage', 'thresholds']","['good', 'coverage']","['enforce', 'lcov', 'coverage', 'thresholds']"
Configure GitHub Pages,"A GitHub Action to enable Pages, extract various metadata about a site, and configure some supported static site
generators",https://github.com/marketplace/actions/configure-github-pages,27,"['configure', 'github', 'pages']","['github', 'action', 'enable', 'pages', 'extract', 'various', 'metadata', 'site', 'configure', 'supported', 'static', 'site', 'generators']","['configure', 'github', 'pages']","['github', 'action', 'enable', 'pages', 'extract', 'various', 'metadata', 'site', 'configure', 'supported', 'static', 'site', 'generators']"
terraform-docs-gh-actions,Generate Terraform module documentation in pull requests,https://github.com/marketplace/actions/terraform-docs-gh-actions,27,['terraform-docs-gh-actions'],"['generate', 'terraform', 'module', 'documentation', 'pull', 'requests']",['terraform-docs-gh-actions'],"['generate', 'terraform', 'module', 'documentation', 'pull', 'requests']"
ARM runner,Composite action to run commands within a qemu chrooted environment,https://github.com/marketplace/actions/arm-runner,27,"['arm', 'runner']","['composite', 'action', 'run', 'commands', 'within', 'qemu', 'chrooted', 'environment']","['arm', 'runner']","['composite', 'action', 'run', 'commands', 'within', 'qemu', 'chrooted', 'environment']"
Set up GitHub Actions caching for Turborepo,Sets up Turborepo Remote Caching to work with GitHub Actions’ built-in cache. No Vercel account access tokens needed,https://github.com/marketplace/actions/set-up-github-actions-caching-for-turborepo,27,"['set', 'github', 'actions', 'caching', 'turborepo']","['sets', 'turborepo', 'remote', 'caching', 'work', 'github', 'actions', '’', 'built-in', 'cache', 'vercel', 'account', 'access', 'tokens', 'needed']","['set', 'github', 'actions', 'caching', 'turborepo']","['sets', 'turborepo', 'remote', 'caching', 'work', 'github', 'actions', '’', 'built-in', 'cache', 'vercel', 'account', 'access', 'tokens', 'needed']"
PR Compliance Action,Action to check PR compliance on various aspects to improve maintainer QOL.,https://github.com/marketplace/actions/pr-compliance-action,28,"['pr', 'compliance', 'action']","['action', 'check', 'pr', 'compliance', 'various', 'aspects', 'improve', 'maintainer', 'qol']","['pr', 'compliance', 'action']","['action', 'check', 'pr', 'compliance', 'various', 'aspects', 'improve', 'maintainer', 'qol']"
hugo-obsidian,simple GitHub action to parse Markdown Links into a .yaml file for Hugo,https://github.com/marketplace/actions/hugo-obsidian,28,['hugo-obsidian'],"['simple', 'github', 'action', 'parse', 'markdown', 'links', 'yaml', 'file', 'hugo']",['hugo-obsidian'],"['simple', 'github', 'action', 'parse', 'markdown', 'links', 'yaml', 'file', 'hugo']"
GitHub Test Reporter,"Build, publish and view test reports on job summaries and pull requests",https://github.com/marketplace/actions/github-test-reporter,28,"['github', 'test', 'reporter']","['build', 'publish', 'view', 'test', 'reports', 'job', 'summaries', 'pull', 'requests']","['github', 'test', 'reporter']","['build', 'publish', 'view', 'test', 'reports', 'job', 'summaries', 'pull', 'requests']"
Tag/Release on Push Action,Creates a Tag/Release on Push. Generates Release Notes. Customizable with Pull Request Labels,https://github.com/marketplace/actions/tag-release-on-push-action,28,"['tag/release', 'push', 'action']","['creates', 'tag/release', 'push', 'generates', 'release', 'notes', 'customizable', 'pull', 'request', 'labels']","['tag/release', 'push', 'action']","['creates', 'tag/release', 'push', 'generates', 'release', 'notes', 'customizable', 'pull', 'request', 'labels']"
WoW Packager,Build and publish World of Warcraft AddOns,https://github.com/marketplace/actions/wow-packager,28,"['wow', 'packager']","['build', 'publish', 'world', 'warcraft', 'addons']","['wow', 'packager']","['build', 'publish', 'world', 'warcraft', 'addons']"
Get Secret Manager secrets,Get secrets from Google Secret Manager and make their results available as output variables,https://github.com/marketplace/actions/get-secret-manager-secrets,28,"['get', 'secret', 'manager', 'secrets']","['get', 'secrets', 'google', 'secret', 'manager', 'make', 'results', 'available', 'output', 'variables']","['get', 'secret', 'manager', 'secrets']","['get', 'secrets', 'google', 'secret', 'manager', 'make', 'results', 'available', 'output', 'variables']"
Get current package version,Get the current version of the npm package,https://github.com/marketplace/actions/get-current-package-version,28,"['get', 'current', 'package', 'version']","['get', 'current', 'version', 'npm', 'package']","['get', 'current', 'package', 'version']","['get', 'current', 'version', 'npm', 'package']"
Setup AWS SAM CLI,Setup AWS SAM CLI and add it to the PATH,https://github.com/marketplace/actions/setup-aws-sam-cli,28,"['setup', 'aws', 'sam', 'cli']","['setup', 'aws', 'sam', 'cli', 'add', 'path']","['setup', 'aws', 'sam', 'cli']","['setup', 'aws', 'sam', 'cli', 'add', 'path']"
Build executables or extension modules from Python projects,"Build a modules or standalone executable from python code using Nuitka on Mac/Linux/Windows. Very wide range of
compatibility",https://github.com/marketplace/actions/build-executables-or-extension-modules-from-python-projects,28,"['build', 'executables', 'extension', 'modules', 'python', 'projects']","['build', 'modules', 'standalone', 'executable', 'python', 'code', 'using', 'nuitka', 'mac/linux/windows', 'wide', 'range', 'compatibility']","['build', 'executables', 'extension', 'modules', 'python', 'projects']","['build', 'modules', 'standalone', 'executable', 'python', 'code', 'using', 'nuitka', 'mac/linux/windows', 'wide', 'range', 'compatibility']"
The PHP Security Checker,Checks composer.json for known vulnerabilities in your package dependencies,https://github.com/marketplace/actions/the-php-security-checker,28,"['php', 'security', 'checker']","['checks', 'composer.json', 'known', 'vulnerabilities', 'package', 'dependencies']","['php', 'security', 'checker']","['checks', 'composer.json', 'known', 'vulnerabilities', 'package', 'dependencies']"
Buildah Build,"Build a container image, with or without a Containerfile",https://github.com/marketplace/actions/buildah-build,28,"['buildah', 'build']","['build', 'container', 'image', 'without', 'containerfile']","['buildah', 'build']","['build', 'container', 'image', 'without', 'containerfile']"
Setup TFLint,Sets up tflint CLI in your GitHub Actions workflow,https://github.com/marketplace/actions/setup-tflint,28,"['setup', 'tflint']","['sets', 'tflint', 'cli', 'github', 'actions', 'workflow']","['setup', 'tflint']","['sets', 'tflint', 'cli', 'github', 'actions', 'workflow']"
AWS Secrets Manager GitHub Action,GitHub action for retrieving secrets from AWS Secrets Manager,https://github.com/marketplace/actions/aws-secrets-manager-github-action,28,"['aws', 'secrets', 'manager', 'github', 'action']","['github', 'action', 'retrieving', 'secrets', 'aws', 'secrets', 'manager']","['aws', 'secrets', 'manager', 'github', 'action']","['github', 'action', 'retrieving', 'secrets', 'aws', 'secrets', 'manager']"
🔂 Surge PR Preview,Preview website in surge.sh for every pull request,https://github.com/marketplace/actions/surge-pr-preview,28,"['🔂', 'surge', 'pr', 'preview']","['preview', 'website', 'surge.sh', 'every', 'pull', 'request']","['🔂', 'surge', 'pr', 'preview']","['preview', 'website', 'surge.sh', 'every', 'pull', 'request']"
Todoist Readme,🚧 Updates README with your Todoist stats,https://github.com/marketplace/actions/todoist-readme,28,"['todoist', 'readme']","['🚧', 'updates', 'readme', 'todoist', 'stats']","['todoist', 'readme']","['🚧', 'updates', 'readme', 'todoist', 'stats']"
Build Rust Projects with Cross,Cross compile your Rust projects with cross (https://github.com/cross-rs/cross).,https://github.com/marketplace/actions/build-rust-projects-with-cross,28,"['build', 'rust', 'projects', 'cross']","['cross', 'compile', 'rust', 'projects', 'cross', 'https', 'github.com/cross-rs/cross']","['build', 'rust', 'projects', 'cross']","['cross', 'compile', 'rust', 'projects', 'cross', 'https', 'github.com/cross-rs/cross']"
Setup Zig (legacy),Please use mlugg/setup-zig instead,https://github.com/marketplace/actions/setup-zig-legacy,28,"['setup', 'zig', 'legacy']","['please', 'use', 'mlugg/setup-zig', 'instead']","['setup', 'zig', 'legacy']","['please', 'use', 'mlugg/setup-zig', 'instead']"
Gradle Cache,"Caches .gradle folder (dependencies, local build cache, ...)",https://github.com/marketplace/actions/gradle-cache,28,"['gradle', 'cache']","['caches', 'gradle', 'folder', 'dependencies', 'local', 'build', 'cache']","['gradle', 'cache']","['caches', 'gradle', 'folder', 'dependencies', 'local', 'build', 'cache']"
nbmake,Test notebooks,https://github.com/marketplace/actions/nbmake,28,['nbmake'],"['test', 'notebooks']",['nbmake'],"['test', 'notebooks']"
Deploy to Vercel Action,Deploy your project to Vercel using GitHub Actions. Supports PR previews and GitHub deployments,https://github.com/marketplace/actions/deploy-to-vercel-action,28,"['deploy', 'vercel', 'action']","['deploy', 'project', 'vercel', 'using', 'github', 'actions', 'supports', 'pr', 'previews', 'github', 'deployments']","['deploy', 'vercel', 'action']","['deploy', 'project', 'vercel', 'using', 'github', 'actions', 'supports', 'pr', 'previews', 'github', 'deployments']"
HawkEye Action,"Check, format, or remove license headers",https://github.com/marketplace/actions/hawkeye-action,29,"['hawkeye', 'action']","['check', 'format', 'remove', 'license', 'headers']","['hawkeye', 'action']","['check', 'format', 'remove', 'license', 'headers']"
stale-repos,A GitHub Action to identify stale repos within an organization,https://github.com/marketplace/actions/stale-repos,29,['stale-repos'],"['github', 'action', 'identify', 'stale', 'repos', 'within', 'organization']",['stale-repos'],"['github', 'action', 'identify', 'stale', 'repos', 'within', 'organization']"
Twilio SMS,Send an SMS from GitHub Actions using Twilio Programmable SMS,https://github.com/marketplace/actions/twilio-sms,29,"['twilio', 'sms']","['send', 'sms', 'github', 'actions', 'using', 'twilio', 'programmable', 'sms']","['twilio', 'sms']","['send', 'sms', 'github', 'actions', 'using', 'twilio', 'programmable', 'sms']"
misspell-fixer-action,Runs misspell-fixer as a Github Action,https://github.com/marketplace/actions/misspell-fixer-action,29,['misspell-fixer-action'],"['runs', 'misspell-fixer', 'github', 'action']",['misspell-fixer-action'],"['runs', 'misspell-fixer', 'github', 'action']"
SonarQube Scan,"Scan your code with SonarQube Scanner to detect bugs, vulnerabilities and code smells in more than 25 programming
languages",https://github.com/marketplace/actions/sonarqube-scan,29,"['sonarqube', 'scan']","['scan', 'code', 'sonarqube', 'scanner', 'detect', 'bugs', 'vulnerabilities', 'code', 'smells', '25', 'programming', 'languages']","['sonarqube', 'scan']","['scan', 'code', 'sonarqube', 'scanner', 'detect', 'bugs', 'vulnerabilities', 'code', 'smells', '25', 'programming', 'languages']"
Jest Annotations & Coverage,Jest action adding checks and annotations to your pull requests and comment them with code coverage results,https://github.com/marketplace/actions/jest-annotations-coverage,29,"['jest', 'annotations', 'coverage']","['jest', 'action', 'adding', 'checks', 'annotations', 'pull', 'requests', 'comment', 'code', 'coverage', 'results']","['jest', 'annotations', 'coverage']","['jest', 'action', 'adding', 'checks', 'annotations', 'pull', 'requests', 'comment', 'code', 'coverage', 'results']"
Create Issue From File,An action to create an issue using content from a file,https://github.com/marketplace/actions/create-issue-from-file,29,"['create', 'issue', 'file']","['action', 'create', 'issue', 'using', 'content', 'file']","['create', 'issue', 'file']","['action', 'create', 'issue', 'using', 'content', 'file']"
Continuous Benchmarking for Go,"Run Go benchmarks, publish results to an interactive web app, and check for performance regressions in your pull
requests",https://github.com/marketplace/actions/continuous-benchmarking-for-go,29,"['continuous', 'benchmarking', 'go']","['run', 'go', 'benchmarks', 'publish', 'results', 'interactive', 'web', 'app', 'check', 'performance', 'regressions', 'pull', 'requests']","['continuous', 'benchmarking', 'go']","['run', 'go', 'benchmarks', 'publish', 'results', 'interactive', 'web', 'app', 'check', 'performance', 'regressions', 'pull', 'requests']"
Workflow Webhook Action,A Github workflow action to call a webhook with payload data from the event. Support for JSON or URL encoded endpoints,https://github.com/marketplace/actions/workflow-webhook-action,29,"['workflow', 'webhook', 'action']","['github', 'workflow', 'action', 'call', 'webhook', 'payload', 'data', 'event', 'support', 'json', 'url', 'encoded', 'endpoints']","['workflow', 'webhook', 'action']","['github', 'workflow', 'action', 'call', 'webhook', 'payload', 'data', 'event', 'support', 'json', 'url', 'encoded', 'endpoints']"
Merge Schedule,merge pull requests on a scheduled day,https://github.com/marketplace/actions/merge-schedule,29,"['merge', 'schedule']","['merge', 'pull', 'requests', 'scheduled', 'day']","['merge', 'schedule']","['merge', 'pull', 'requests', 'scheduled', 'day']"
Rust Marker Linter,GitHub Action to install and run the Marker linter for Rust 🦀,https://github.com/marketplace/actions/rust-marker-linter,29,"['rust', 'marker', 'linter']","['github', 'action', 'install', 'run', 'marker', 'linter', 'rust', '🦀']","['rust', 'marker', 'linter']","['github', 'action', 'install', 'run', 'marker', 'linter', 'rust', '🦀']"
YAML Update Action,Update the property of an existing YAML File,https://github.com/marketplace/actions/yaml-update-action,29,"['yaml', 'update', 'action']","['update', 'property', 'existing', 'yaml', 'file']","['yaml', 'update', 'action']","['update', 'property', 'existing', 'yaml', 'file']"
Helm tool installer,Install a specific version of helm binary. Acceptable values are latest or any semantic version string like 1.15.0,https://github.com/marketplace/actions/helm-tool-installer,29,"['helm', 'tool', 'installer']","['install', 'specific', 'version', 'helm', 'binary', 'acceptable', 'values', 'latest', 'semantic', 'version', 'string', 'like', '1.15.0']","['helm', 'tool', 'installer']","['install', 'specific', 'version', 'helm', 'binary', 'acceptable', 'values', 'latest', 'semantic', 'version', 'string', 'like', '1.15.0']"
Cross Platform Action,Provides cross platform runner,https://github.com/marketplace/actions/cross-platform-action,29,"['cross', 'platform', 'action']","['provides', 'cross', 'platform', 'runner']","['cross', 'platform', 'action']","['provides', 'cross', 'platform', 'runner']"
Generate changelog,"Automatically generate change log from your tags, issues, labels and pull requests on GitHub",https://github.com/marketplace/actions/generate-changelog,29,"['generate', 'changelog']","['automatically', 'generate', 'change', 'log', 'tags', 'issues', 'labels', 'pull', 'requests', 'github']","['generate', 'changelog']","['automatically', 'generate', 'change', 'log', 'tags', 'issues', 'labels', 'pull', 'requests', 'github']"
AWS ECR,Create Docker images and push into a ECR repository,https://github.com/marketplace/actions/aws-ecr,29,"['aws', 'ecr']","['create', 'docker', 'images', 'push', 'ecr', 'repository']","['aws', 'ecr']","['create', 'docker', 'images', 'push', 'ecr', 'repository']"
ROS 2 CI Action,Run ROS 2 package test in CI using Github Actions,https://github.com/marketplace/actions/ros-2-ci-action,29,"['ros', '2', 'ci', 'action']","['run', 'ros', '2', 'package', 'test', 'ci', 'using', 'github', 'actions']","['ros', '2', 'ci', 'action']","['run', 'ros', '2', 'package', 'test', 'ci', 'using', 'github', 'actions']"
